review_count	yelping_since	useful	funny	cool	fans	average_stars
600-700		1100-1200	200-300		60-70	
600-700		1200-1300			90-100	3.5-4.0
600-700	2005	1200-1300				3.5-4.0
600-700	2006		300-400			3.5-4.0
600-700	2006	1600-1700		900-1000		
600-700	2006	1600-1700		900-1000		
600-700	2006	1600-1700		900-1000		
600-700	2006	1600-1700		900-1000		
600-700	2007		800-900	800-900		
600-700	2008				40-50	3.0-3.5
600-700	2008			900-1000		3.5-4.0
600-700	2008			>1000		4.0-4.5
600-700	2010			>1000		3.5-4.0
600-700	2010			>1000		3.5-4.0
700-800		>2000		>1000	120-130	
700-800	2006			400-500	50-60	
700-800	2007				40-50	3.5-4.0
800-900		1400-1500	300-400	600-700		
800-900		1400-1500	300-400	600-700		
800-900		1400-1500	300-400	600-700		
800-900		1400-1500	300-400	600-700		
800-900		1400-1500	300-400	600-700		
900-1000		600-700		200-300		3.5-4.0
900-1000	2006	1600-1700			50-60	
				700-800	30-40	3.0-3.5
				900-1000	40-50	3.0-3.5
			200-300	400-500	30-40	
			300-400		10-20	3.0-3.5
			300-400	600-700	80-90	
			300-400	700-800		4.0-4.5
			400-500		10-20	3.5-4.0
			400-500		30-40	4.0-4.5
			400-500	700-800	40-50	
			500-600	700-800	90-100	
			500-600	700-800	90-100	
			500-600	700-800	90-100	
			500-600	700-800	90-100	
			500-600	700-800	90-100	
			600-700	>1000		3.5-4.0
			800-900	800-900	40-50	
			800-900	>1000	60-70	
		1000-1100	300-400		40-50	
		1000-1100	300-400		40-50	
		1000-1100	400-500		40-50	
		1000-1100	400-500	500-600		
		1000-1100	500-600	500-600		
		1100-1200	600-700	600-700		
		1200-1300		900-1000	50-60	
		1200-1300	300-400			4.0-4.5
		1200-1300	700-800	800-900		
		1200-1300	700-800	800-900		
		1300-1400		500-600	30-40	
		1300-1400		600-700		3.5-4.0
		1400-1500	500-600	800-900		
		1500-1600		800-900		3.5-4.0
		1500-1600	700-800		60-70	
		1500-1600	700-800		60-70	
		1800-1900		800-900	80-90	
		1800-1900		800-900	80-90	
		1800-1900		800-900	80-90	
		1800-1900		800-900	80-90	
		1800-1900		800-900	80-90	
		1900-2000			70-80	3.0-3.5
		300-400		300-400		4.0-4.5
		600-700	300-400		40-50	
		600-700	400-500		30-40	
		700-800	300-400		30-40	
		700-800	300-400		30-40	
		800-900	400-500	600-700		
		800-900	400-500	600-700		
		900-1000			40-50	3.5-4.0
		900-1000		500-600	40-50	
		900-1000		500-600	40-50	
		900-1000		500-600	50-60	
		>2000			50-60	3.0-3.5
	2006			600-700		3.5-4.0
	2006			>1000		4.0-4.5
	2006			>1000		4.0-4.5
	2006			>1000	70-80	
	2006			>1000	80-90	
	2006		300-400			3.5-4.0
	2006		300-400			4.0-4.5
	2006		700-800	700-800		
	2006	1200-1300				3.5-4.0
	2006	1900-2000				3.5-4.0
	2006	300-400	300-400			
	2006	600-700			20-30	
	2006	800-900		500-600		
	2007			300-400		3.0-3.5
	2007		500-600			4.0-4.5
	2007	1400-1500	500-600			
	2007	600-700				3.0-3.5
	2008				40-50	4.0-4.5
	2008				70-80	3.0-3.5
	2008			300-400	20-30	
	2008			400-500	40-50	
	2008			>1000		4.0-4.5
	2008		300-400		30-40	
	2008		600-700	900-1000		
	2008		700-800			3.5-4.0
	2008		700-800	900-1000		
	2008	1700-1800	900-1000			
	2008	300-400	200-300			
	2008	>2000			40-50	
	2009				30-40	4.0-4.5
	2009				50-60	4.0-4.5
	2009			600-700		3.0-3.5
	2009			700-800		3.0-3.5
	2009		400-500		20-30	
	2009	1100-1200		600-700		
	2009	1300-1400				4.0-4.5
	2009	1400-1500				3.5-4.0
	2009	1900-2000				4.0-4.5
	2010			600-700		3.5-4.0
	2010			700-800		3.5-4.0
	2010		400-500		40-50	
	2010		400-500		40-50	
	2010		500-600			4.0-4.5
	2010		600-700		60-70	
	2010	1300-1400			30-40	
	2010	600-700			40-50	
	2011			300-400	40-50	
	2011		400-500		40-50	
	2011		400-500		40-50	
	2011	600-700			50-60	
	2011	600-700			50-60	
	2011	600-700			50-60	
	2011	600-700			50-60	
	2011	800-900			40-50	
	2011	800-900	300-400			
200-300				200-300	40-50	
200-300				300-400	20-30	
200-300			300-400			4.0-4.5
200-300		300-400			20-30	
200-300	2006					3.5-4.0
200-300	2006					4.0-4.5
200-300	2010	200-300				
300-400					80-90	4.0-4.5
300-400				200-300	0-10	
300-400				500-600	20-30	
300-400			200-300			3.0-3.5
300-400			400-500		30-40	
300-400			700-800		40-50	
300-400	2007					4.0-4.5
300-400	2007				100-110	
300-400	2007	1400-1500				
300-400	2007	200-300				
300-400	2008			400-500		
300-400	2009					4.0-4.5
300-400	2010					3.5-4.0
300-400	2010		0-100			
300-400	2010	300-400				
300-400	2010	400-500				
300-400	2011	300-400				
300-400	2011	300-400				
400-500			300-400		30-40	
400-500		1000-1100		300-400		
400-500		1100-1200		700-800		
400-500		400-500			20-30	
400-500		600-700				3.0-3.5
400-500		600-700			40-50	
400-500		700-800			30-40	
400-500		800-900	400-500			
400-500	2007					4.0-4.5
400-500	2007				70-80	
400-500	2008					3.5-4.0
400-500	2008	400-500				
400-500	2010	1000-1100				
400-500	2010	700-800				
500-600				500-600	50-60	
500-600			200-300	300-400		
500-600			300-400		30-40	
500-600			400-500		10-20	
500-600			800-900		80-90	
500-600		1000-1100	400-500			
500-600		1200-1300			50-60	
500-600		1300-1400			30-40	
500-600	2006	500-600				
500-600	2007				50-60	
500-600	2007		400-500			
500-600	2007	400-500				
500-600	2009					3.0-3.5
500-600	2010				40-50	
500-600	2010				90-100	
600-700				800-900	100-110	
600-700				900-1000	60-70	
600-700			300-400			3.5-4.0
600-700			500-600			3.5-4.0
600-700			800-900		60-70	
600-700		1200-1300			90-100	
600-700	2007				40-50	
600-700	2008				110-120	
600-700	2008				>200	
600-700	2008				>200	
600-700	2008	800-900				
600-700	2010			300-400		
700-800					80-90	3.0-3.5
700-800				700-800		3.0-3.5
700-800				700-800	30-40	
700-800				900-1000	80-90	
700-800				900-1000	80-90	
700-800				900-1000	80-90	
700-800		800-900			30-40	
700-800	2006		700-800			
700-800	2008				30-40	
700-800	2009					3.5-4.0
700-800	2010				10-20	
900-1000		1600-1700			50-60	
900-1000		1600-1700			50-60	
900-1000		1700-1800	800-900			
900-1000		1700-1800	800-900			
900-1000		1700-1800	800-900			
900-1000	2009				60-70	
900-1000	2010					3.5-4.0
				800-900	100-110	
				900-1000	60-70	
			300-400	600-700		
			300-400	900-1000		
			500-600		100-110	
			500-600		100-110	
			500-600		100-110	
			500-600		50-60	
			500-600	800-900		
			500-600	800-900		
			500-600	800-900		
			600-700	900-1000		
			700-800		170-180	
			700-800		170-180	
			700-800		90-100	
			700-800		90-100	
			700-800		90-100	
			800-900	500-600		
			900-1000		50-60	
			900-1000		70-80	
			900-1000		70-80	
			900-1000		70-80	
		1000-1100			30-40	
		1000-1100			70-80	
		1000-1100		700-800		
		1000-1100		700-800		
		1100-1200			60-70	
		1100-1200		700-800		
		1100-1200	600-700			
		1200-1300			50-60	
		1300-1400			50-60	
		1300-1400		700-800		
		1300-1400	500-600			
		1300-1400	700-800			
		1300-1400	700-800			
		1300-1400	700-800			
		1300-1400	700-800			
		1300-1400	700-800			
		1300-1400	800-900			
		1400-1500			60-70	
		1400-1500		500-600		
		1500-1600			40-50	
		1500-1600			80-90	
		1500-1600			80-90	
		1500-1600		800-900		
		1500-1600		900-1000		
		1600-1700	700-800			
		1600-1700	700-800			
		1600-1700	700-800			
		1600-1700	800-900			
		1600-1700	800-900			
		1700-1800			40-50	
		1700-1800			50-60	
		1700-1800	500-600			
		1700-1800	800-900			
		1700-1800	800-900			
		1700-1800	800-900			
		1700-1800	900-1000			
		1700-1800	900-1000			
		1700-1800	900-1000			
		1800-1900			50-60	
		1800-1900	600-700			
		1800-1900	600-700			
		1800-1900	600-700			
		1900-2000			100-110	
		1900-2000			100-110	
		1900-2000			60-70	
		1900-2000			70-80	
		1900-2000			70-80	
		1900-2000			70-80	
		1900-2000			70-80	
		1900-2000			80-90	
		600-700			0-10	
		600-700			50-60	
		700-800		500-600		
		800-900			50-60	
		800-900			50-60	
		800-900		700-800		
		800-900	500-600			
		800-900	500-600			
		900-1000			50-60	
		900-1000			50-60	
		900-1000	400-500			
		900-1000	500-600			
	2005				70-80	
	2005				70-80	
	2005				70-80	
	2005				70-80	
	2005			700-800		
	2005			700-800		
	2005	1200-1300				
	2005	1200-1300				
	2005	1200-1300				
	2006				90-100	
	2006		600-700			
	2006	700-800				
	2010					2.5-3.0
	2010		800-900			
	2011					4.5-5.0
	2011					4.5-5.0
	2011				60-70	
	2011		700-800			
	2011	1500-1600				
	2011	700-800				
	2011	700-800				
	2011	700-800				
	2011	700-800				
	2011	700-800				
0-100	2011					
200-300	2005					
200-300	2012					
300-400		100-200				
500-600					120-130	
500-600				800-900		
500-600				900-1000		
500-600			900-1000			
500-600		600-700				
500-600		700-800				
500-600		700-800				
500-600	2005					
600-700			400-500			
600-700		1800-1900				
600-700		800-900				
700-800					80-90	
700-800					80-90	
700-800					>200	
700-800				700-800		
700-800			600-700			
700-800		1000-1100				
700-800		1100-1200				
700-800		1100-1200				
700-800		1300-1400				
700-800		1300-1400				
700-800		1300-1400				
700-800		1300-1400				
700-800		1600-1700				
700-800		1900-2000				
700-800		800-900				
700-800		800-900				
800-900					70-80	
800-900					70-80	
800-900					>200	
800-900				700-800		
800-900				700-800		
800-900			500-600			
900-1000					110-120	
900-1000					>200	
900-1000					>200	
900-1000				500-600		
900-1000		600-700				
900-1000	2010					
						2.5-3.0
						2.5-3.0
						2.5-3.0
						2.5-3.0
						2.5-3.0
						2.5-3.0
						4.5-5.0
						4.5-5.0
						4.5-5.0
						4.5-5.0
						4.5-5.0
						4.5-5.0
					110-120	
					110-120	
					110-120	
					110-120	
					110-120	
					110-120	
					110-120	
					130-140	
					130-140	
					130-140	
					130-140	
					140-150	
					140-150	
					140-150	
					140-150	
					150-160	
					150-160	
					160-170	
					160-170	
					180-190	
		1800-1900				
		600-700				
		600-700				
		700-800				
		900-1000				
		900-1000				
		900-1000				
		900-1000				
	2005					
	2005					
	2005					
	2005					
	2012					
	2012					
	2012					
	2012					
	2012					
