combo_length	combo	record_id	syn_count	sen_count
4	average_stars:3.5-4.0 AND cool:600-700 AND review_count:400-500 AND yelping_since:2007	801	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:10-20 AND funny:400-500	858	1	2
4	cool:300-400 AND fans:20-30 AND useful:600-700 AND yelping_since:2009	942	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND fans:40-50 AND funny:100-200	234	1	2
4	average_stars:4.0-4.5 AND cool:>1000 AND funny:>1000 AND review_count:900-1000	483	1	2
4	cool:200-300 AND fans:10-20 AND useful:500-600 AND yelping_since:2006	516	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND funny:600-700 AND yelping_since:2010	951	1	2
4	average_stars:3.0-3.5 AND cool:600-700 AND review_count:400-500 AND yelping_since:2009	1097	1	2
4	average_stars:3.5-4.0 AND fans:60-70 AND useful:1400-1500 AND yelping_since:2007	531	1	2
4	fans:10-20 AND funny:100-200 AND review_count:300-400 AND useful:500-600	388	1	2
4	cool:400-500 AND review_count:700-800 AND useful:1000-1100 AND yelping_since:2007	842	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND funny:200-300 AND useful:600-700	682	1	6
4	cool:300-400 AND fans:0-10 AND funny:100-200 AND review_count:100-200	262	1	2
4	fans:30-40 AND review_count:200-300 AND useful:600-700 AND yelping_since:2008	352	1	2
4	average_stars:4.0-4.5 AND cool:100-200 AND review_count:100-200 AND yelping_since:2006	629	1	2
4	cool:>1000 AND funny:>1000 AND review_count:400-500 AND useful:1700-1800	1083	1	2
4	cool:100-200 AND fans:10-20 AND review_count:500-600 AND yelping_since:2008	822	1	2
4	average_stars:4.0-4.5 AND cool:400-500 AND funny:300-400 AND review_count:100-200	626	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND fans:20-30 AND review_count:100-200	261	1	2
4	fans:10-20 AND review_count:100-200 AND useful:500-600 AND yelping_since:2008	645	1	2
4	cool:200-300 AND fans:40-50 AND funny:100-200 AND yelping_since:2010	234	1	2
4	average_stars:4.0-4.5 AND cool:>1000 AND review_count:700-800 AND yelping_since:2008	843	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:80-90 AND review_count:600-700	450	1	2
4	average_stars:3.0-3.5 AND fans:80-90 AND useful:>2000 AND yelping_since:2008	561	1	2
4	fans:10-20 AND review_count:200-300 AND useful:500-600 AND yelping_since:2008	696	1	2
4	average_stars:3.5-4.0 AND cool:100-200 AND review_count:200-300 AND useful:500-600	333	1	2
4	average_stars:3.0-3.5 AND funny:300-400 AND review_count:100-200 AND useful:200-300	293	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:20-30 AND review_count:400-500	789	1	4
4	cool:400-500 AND fans:30-40 AND useful:600-700 AND yelping_since:2006	392	1	2
4	average_stars:3.5-4.0 AND cool:600-700 AND funny:400-500 AND yelping_since:2007	898	1	2
4	average_stars:3.5-4.0 AND funny:100-200 AND useful:500-600 AND yelping_since:2008	553	1	4
4	average_stars:3.5-4.0 AND cool:200-300 AND fans:30-40 AND useful:600-700	582	1	2
4	cool:>1000 AND fans:>200 AND review_count:800-900 AND useful:>2000	845	1	2
4	average_stars:3.5-4.0 AND funny:100-200 AND review_count:200-300 AND yelping_since:2010	373	1	6
4	fans:30-40 AND funny:200-300 AND review_count:300-400 AND yelping_since:2006	743	1	2
4	fans:20-30 AND review_count:200-300 AND useful:200-300 AND yelping_since:2011	1024	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND review_count:200-300 AND yelping_since:2007	999	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND review_count:400-500 AND yelping_since:2010	1100	1	4
4	cool:200-300 AND funny:100-200 AND useful:300-400 AND yelping_since:2010	233	1	2
4	average_stars:4.0-4.5 AND funny:300-400 AND review_count:100-200 AND useful:600-700	626	1	2
4	average_stars:3.0-3.5 AND cool:300-400 AND funny:200-300 AND review_count:200-300	681	1	2
4	average_stars:3.5-4.0 AND funny:200-300 AND review_count:500-600 AND useful:500-600	823	1	2
4	average_stars:3.0-3.5 AND fans:10-20 AND review_count:200-300 AND useful:300-400	329	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND review_count:100-200 AND yelping_since:2005	264	1	2
4	average_stars:3.5-4.0 AND review_count:200-300 AND useful:700-800 AND yelping_since:2008	699	1	2
4	average_stars:3.5-4.0 AND cool:600-700 AND fans:30-40 AND yelping_since:2010	714	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:80-90 AND yelping_since:2007	537	1	2
4	average_stars:4.0-4.5 AND fans:80-90 AND review_count:500-600 AND useful:1500-1600	1115	1	2
4	average_stars:4.0-4.5 AND funny:0-100 AND useful:200-300 AND yelping_since:2008	292	1	2
4	average_stars:3.5-4.0 AND fans:30-40 AND review_count:300-400 AND yelping_since:2008	1052	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND funny:100-200 AND review_count:200-300	339	1	12
4	average_stars:4.0-4.5 AND fans:30-40 AND funny:0-100 AND useful:400-500	730	1	2
4	average_stars:4.0-4.5 AND cool:>1000 AND fans:70-80 AND yelping_since:2007	529	1	2
4	cool:100-200 AND funny:100-200 AND useful:200-300 AND yelping_since:2011	668	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:30-40 AND useful:900-1000	795	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND review_count:100-200 AND yelping_since:2007	634	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND useful:700-800 AND yelping_since:2011	603	1	2
4	average_stars:4.0-4.5 AND cool:>1000 AND fans:70-80 AND funny:900-1000	573	1	2
4	average_stars:3.0-3.5 AND cool:300-400 AND fans:20-30 AND useful:800-900	879	1	2
4	fans:10-20 AND funny:100-200 AND useful:500-600 AND yelping_since:2007	690	1	2
4	average_stars:4.0-4.5 AND fans:20-30 AND funny:100-200 AND useful:600-700	391	1	2
4	average_stars:3.5-4.0 AND cool:900-1000 AND useful:1500-1600 AND yelping_since:2008	917	1	2
4	average_stars:4.0-4.5 AND fans:30-40 AND review_count:200-300 AND yelping_since:2008	1004	1	2
4	cool:100-200 AND fans:0-10 AND useful:300-400 AND yelping_since:2011	237	1	2
4	cool:200-300 AND funny:100-200 AND review_count:400-500 AND useful:500-600	424	1	4
4	cool:300-400 AND fans:10-20 AND funny:200-300 AND useful:500-600	503	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND fans:10-20 AND yelping_since:2009	572	1	2
4	cool:0-100 AND funny:100-200 AND review_count:100-200 AND yelping_since:2010	314	1	2
4	cool:100-200 AND fans:0-10 AND review_count:300-400 AND useful:400-500	731	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:40-50 AND yelping_since:2009	928	1	2
4	cool:400-500 AND fans:30-40 AND funny:300-400 AND yelping_since:2006	392	1	2
4	average_stars:3.5-4.0 AND fans:0-10 AND review_count:300-400 AND useful:200-300	381	1	4
4	average_stars:3.5-4.0 AND funny:500-600 AND review_count:300-400 AND yelping_since:2009	1057	1	2
4	average_stars:3.0-3.5 AND fans:10-20 AND review_count:200-300 AND useful:400-500	992	1	2
4	average_stars:4.0-4.5 AND fans:10-20 AND funny:100-200 AND useful:400-500	494	1	4
4	average_stars:3.5-4.0 AND funny:0-100 AND review_count:300-400 AND useful:200-300	381	1	4
4	cool:100-200 AND funny:0-100 AND review_count:200-300 AND yelping_since:2008	349	1	2
4	average_stars:3.5-4.0 AND fans:60-70 AND review_count:400-500 AND yelping_since:2010	1101	1	2
4	cool:100-200 AND fans:10-20 AND useful:500-600 AND yelping_since:2009	409	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND fans:20-30 AND yelping_since:2010	948	1	4
4	average_stars:3.5-4.0 AND fans:10-20 AND useful:400-500 AND yelping_since:2007	203	1	4
4	average_stars:3.0-3.5 AND fans:0-10 AND funny:200-300 AND yelping_since:2008	401	1	2
4	cool:>1000 AND review_count:900-1000 AND useful:>2000 AND yelping_since:2006	486	1	2
4	fans:10-20 AND funny:200-300 AND review_count:300-400 AND yelping_since:2006	750	1	2
4	average_stars:3.5-4.0 AND cool:500-600 AND fans:30-40 AND yelping_since:2008	907	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND useful:500-600 AND yelping_since:2008	555	1	2
4	fans:10-20 AND funny:100-200 AND review_count:200-300 AND yelping_since:2008	347	1	4
4	fans:>200 AND funny:>1000 AND useful:>2000 AND yelping_since:2006	521	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:10-20 AND yelping_since:2007	525	1	4
4	average_stars:3.5-4.0 AND fans:0-10 AND funny:0-100 AND review_count:300-400	381	1	6
4	fans:10-20 AND funny:0-100 AND useful:300-400 AND yelping_since:2009	361	1	2
4	funny:100-200 AND review_count:200-300 AND useful:300-400 AND yelping_since:2011	1025	1	2
4	cool:>1000 AND funny:>1000 AND review_count:700-800 AND yelping_since:2006	465	1	2
4	cool:300-400 AND fans:20-30 AND review_count:100-200 AND useful:400-500	620	1	2
4	funny:100-200 AND review_count:200-300 AND useful:400-500 AND yelping_since:2011	380	1	2
4	average_stars:4.0-4.5 AND fans:10-20 AND review_count:300-400 AND useful:700-800	1038	1	2
4	cool:100-200 AND fans:20-30 AND funny:100-200 AND review_count:400-500	788	1	2
4	average_stars:3.0-3.5 AND review_count:100-200 AND useful:300-400 AND yelping_since:2007	636	1	2
4	average_stars:3.5-4.0 AND funny:400-500 AND review_count:400-500 AND yelping_since:2011	1106	1	2
4	average_stars:3.0-3.5 AND fans:10-20 AND funny:400-500 AND useful:400-500	870	1	2
4	average_stars:4.0-4.5 AND cool:100-200 AND funny:100-200 AND useful:200-300	253	1	2
4	average_stars:3.5-4.0 AND fans:0-10 AND funny:100-200 AND useful:500-600	262	1	4
4	fans:10-20 AND funny:200-300 AND review_count:300-400 AND useful:600-700	750	1	2
4	average_stars:3.5-4.0 AND fans:0-10 AND review_count:200-300 AND useful:300-400	328	1	4
4	average_stars:3.5-4.0 AND cool:>1000 AND review_count:600-700 AND yelping_since:2006	832	1	2
4	cool:0-100 AND funny:0-100 AND useful:300-400 AND yelping_since:2008	294	1	4
4	cool:400-500 AND review_count:200-300 AND useful:700-800 AND yelping_since:2008	1008	1	2
4	cool:0-100 AND funny:0-100 AND review_count:400-500 AND yelping_since:2010	811	1	2
4	average_stars:4.0-4.5 AND funny:>1000 AND review_count:400-500 AND yelping_since:2007	800	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND review_count:400-500 AND useful:600-700	416	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND review_count:400-500 AND useful:900-1000	795	1	2
4	fans:10-20 AND funny:100-200 AND review_count:100-200 AND yelping_since:2005	264	1	2
4	fans:10-20 AND funny:100-200 AND review_count:200-300 AND useful:700-800	712	1	2
4	average_stars:3.5-4.0 AND cool:600-700 AND funny:400-500 AND yelping_since:2008	912	1	2
4	cool:300-400 AND review_count:100-200 AND useful:500-600 AND yelping_since:2007	275	1	2
4	average_stars:3.5-4.0 AND funny:200-300 AND useful:1000-1100 AND yelping_since:2007	201	1	2
4	cool:400-500 AND fans:40-50 AND funny:200-300 AND yelping_since:2007	201	1	2
4	average_stars:3.5-4.0 AND fans:30-40 AND funny:700-800 AND yelping_since:2010	719	1	2
4	cool:200-300 AND funny:100-200 AND useful:400-500 AND yelping_since:2008	400	1	2
4	cool:>1000 AND funny:>1000 AND useful:>2000 AND yelping_since:2005	511	1	2
4	cool:200-300 AND fans:20-30 AND funny:100-200 AND useful:700-800	504	1	2
4	cool:>1000 AND funny:>1000 AND review_count:300-400 AND useful:>2000	742	1	8
4	cool:500-600 AND review_count:500-600 AND useful:900-1000 AND yelping_since:2009	447	1	2
4	cool:300-400 AND fans:40-50 AND review_count:400-500 AND yelping_since:2010	435	1	2
4	average_stars:4.0-4.5 AND cool:400-500 AND funny:400-500 AND review_count:100-200	635	1	2
4	average_stars:3.0-3.5 AND funny:100-200 AND review_count:200-300 AND useful:300-400	329	1	4
4	cool:0-100 AND fans:10-20 AND useful:200-300 AND yelping_since:2011	323	1	2
4	cool:100-200 AND funny:200-300 AND useful:200-300 AND yelping_since:2009	703	1	2
4	fans:40-50 AND funny:200-300 AND review_count:400-500 AND yelping_since:2010	435	1	2
4	average_stars:3.5-4.0 AND cool:600-700 AND funny:600-700 AND review_count:400-500	812	1	2
4	average_stars:3.5-4.0 AND funny:600-700 AND review_count:400-500 AND yelping_since:2010	812	1	2
4	cool:200-300 AND funny:100-200 AND review_count:300-400 AND yelping_since:2008	400	1	2
4	average_stars:3.5-4.0 AND cool:400-500 AND funny:200-300 AND useful:800-900	507	1	2
4	fans:30-40 AND funny:200-300 AND useful:500-600 AND yelping_since:2008	698	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND useful:500-600 AND yelping_since:2010	955	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND review_count:500-600 AND yelping_since:2007	1118	1	2
4	average_stars:3.5-4.0 AND fans:40-50 AND review_count:200-300 AND useful:500-600	680	1	2
4	cool:300-400 AND fans:30-40 AND funny:200-300 AND review_count:200-300	693	1	2
4	average_stars:3.5-4.0 AND funny:400-500 AND review_count:300-400 AND yelping_since:2008	764	1	2
4	average_stars:4.0-4.5 AND fans:20-30 AND review_count:300-400 AND yelping_since:2011	1065	1	2
4	cool:200-300 AND fans:20-30 AND funny:200-300 AND useful:400-500	534	1	4
4	average_stars:3.5-4.0 AND funny:100-200 AND review_count:400-500 AND yelping_since:2006	424	1	2
4	average_stars:3.5-4.0 AND review_count:400-500 AND useful:1100-1200 AND yelping_since:2010	1104	1	2
4	average_stars:3.0-3.5 AND cool:100-200 AND funny:200-300 AND yelping_since:2010	462	1	2
4	fans:10-20 AND funny:100-200 AND useful:500-600 AND yelping_since:2010	376	1	4
4	average_stars:3.5-4.0 AND fans:20-30 AND review_count:200-300 AND useful:400-500	350	1	6
4	average_stars:3.5-4.0 AND funny:0-100 AND review_count:200-300 AND yelping_since:2008	349	1	2
4	cool:300-400 AND fans:30-40 AND funny:200-300 AND review_count:700-800	841	1	2
4	cool:0-100 AND funny:0-100 AND useful:0-100 AND yelping_since:2007	271	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND review_count:200-300 AND yelping_since:2009	364	1	4
4	average_stars:4.0-4.5 AND cool:600-700 AND funny:500-600 AND yelping_since:2007	900	1	2
4	average_stars:3.5-4.0 AND fans:10-20 AND review_count:100-200 AND yelping_since:2011	323	1	4
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:40-50 AND yelping_since:2011	957	1	2
4	average_stars:3.5-4.0 AND fans:40-50 AND review_count:400-500 AND yelping_since:2010	435	1	2
4	cool:100-200 AND funny:300-400 AND review_count:100-200 AND yelping_since:2008	293	1	2
4	fans:10-20 AND funny:200-300 AND review_count:200-300 AND yelping_since:2006	684	1	2
4	funny:100-200 AND review_count:200-300 AND useful:500-600 AND yelping_since:2009	708	1	4
4	average_stars:3.5-4.0 AND fans:10-20 AND review_count:300-400 AND yelping_since:2011	413	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND useful:500-600 AND yelping_since:2010	377	1	2
4	average_stars:3.5-4.0 AND fans:50-60 AND funny:>1000 AND review_count:400-500	420	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:100-110 AND yelping_since:2007	393	1	2
4	cool:100-200 AND review_count:100-200 AND useful:200-300 AND yelping_since:2010	317	1	4
4	funny:200-300 AND review_count:200-300 AND useful:500-600 AND yelping_since:2009	365	1	2
4	average_stars:3.5-4.0 AND funny:300-400 AND review_count:300-400 AND useful:800-900	737	1	2
4	fans:0-10 AND funny:0-100 AND useful:300-400 AND yelping_since:2010	231	1	4
4	average_stars:3.0-3.5 AND cool:100-200 AND fans:0-10 AND funny:0-100	249	1	2
4	cool:300-400 AND fans:10-20 AND funny:300-400 AND useful:800-900	881	1	2
4	average_stars:3.0-3.5 AND cool:100-200 AND funny:100-200 AND useful:500-600	497	1	4
4	average_stars:3.5-4.0 AND cool:400-500 AND review_count:300-400 AND useful:600-700	747	1	2
4	fans:0-10 AND funny:100-200 AND review_count:300-400 AND useful:400-500	731	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND fans:20-30 AND useful:700-800	504	1	4
4	average_stars:4.0-4.5 AND funny:0-100 AND review_count:200-300 AND yelping_since:2009	701	1	2
4	average_stars:3.0-3.5 AND fans:0-10 AND funny:200-300 AND useful:500-600	401	1	2
4	average_stars:3.5-4.0 AND fans:30-40 AND review_count:500-600 AND yelping_since:2008	821	1	2
4	average_stars:3.5-4.0 AND fans:90-100 AND funny:>1000 AND review_count:600-700	451	1	2
4	average_stars:3.5-4.0 AND funny:400-500 AND review_count:400-500 AND useful:800-900	794	1	2
4	cool:200-300 AND funny:100-200 AND review_count:400-500 AND useful:600-700	416	1	2
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:180-190 AND funny:>1000	508	1	2
4	average_stars:3.5-4.0 AND fans:40-50 AND funny:300-400 AND useful:1000-1100	576	1	2
4	average_stars:3.0-3.5 AND fans:50-60 AND funny:>1000 AND yelping_since:2008	915	1	2
4	average_stars:3.0-3.5 AND funny:200-300 AND review_count:200-300 AND yelping_since:2007	1000	1	2
4	cool:>1000 AND funny:>1000 AND review_count:900-1000 AND yelping_since:2006	486	1	2
4	fans:90-100 AND funny:>1000 AND useful:>2000 AND yelping_since:2007	206	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND funny:300-400 AND useful:800-900	737	1	2
4	average_stars:3.5-4.0 AND funny:100-200 AND review_count:100-200 AND yelping_since:2005	264	1	2
4	cool:>1000 AND fans:>200 AND funny:>1000 AND review_count:900-1000	483	1	2
4	cool:100-200 AND fans:0-10 AND review_count:300-400 AND useful:300-400	769	1	2
4	cool:300-400 AND fans:20-30 AND review_count:400-500 AND useful:1000-1100	789	1	2
4	cool:200-300 AND funny:100-200 AND review_count:300-400 AND yelping_since:2011	786	1	2
4	average_stars:4.0-4.5 AND fans:20-30 AND funny:300-400 AND review_count:200-300	987	1	2
4	cool:>1000 AND review_count:700-800 AND useful:>2000 AND yelping_since:2006	465	1	2
4	average_stars:3.5-4.0 AND fans:40-50 AND funny:100-200 AND review_count:500-600	820	1	2
4	average_stars:3.5-4.0 AND fans:30-40 AND useful:600-700 AND yelping_since:2008	352	1	4
4	average_stars:3.5-4.0 AND cool:0-100 AND funny:100-200 AND review_count:100-200	244	1	4
4	cool:300-400 AND fans:10-20 AND funny:100-200 AND useful:500-600	334	1	2
4	funny:200-300 AND review_count:700-800 AND useful:1000-1100 AND yelping_since:2007	842	1	2
4	cool:0-100 AND fans:0-10 AND funny:0-100 AND useful:300-400	294	1	6
4	average_stars:3.5-4.0 AND cool:200-300 AND funny:100-200 AND useful:700-800	504	1	4
4	funny:100-200 AND review_count:100-200 AND useful:200-300 AND yelping_since:2010	662	1	2
4	cool:200-300 AND fans:40-50 AND funny:100-200 AND useful:600-700	234	1	2
4	average_stars:3.0-3.5 AND funny:200-300 AND review_count:300-400 AND useful:500-600	401	1	2
4	average_stars:4.0-4.5 AND funny:100-200 AND useful:300-400 AND yelping_since:2007	533	1	2
4	average_stars:3.0-3.5 AND fans:40-50 AND funny:>1000 AND review_count:400-500	1075	1	2
4	average_stars:3.5-4.0 AND funny:100-200 AND review_count:300-400 AND yelping_since:2009	408	1	4
4	average_stars:3.5-4.0 AND cool:>1000 AND fans:110-120 AND review_count:900-1000	482	1	2
4	cool:100-200 AND review_count:300-400 AND useful:400-500 AND yelping_since:2009	408	1	2
4	funny:100-200 AND review_count:200-300 AND useful:400-500 AND yelping_since:2008	351	1	2
4	average_stars:4.0-4.5 AND fans:30-40 AND review_count:300-400 AND yelping_since:2006	1042	1	2
4	funny:0-100 AND review_count:200-300 AND useful:300-400 AND yelping_since:2008	349	1	2
4	average_stars:3.5-4.0 AND fans:40-50 AND funny:300-400 AND useful:500-600	680	1	2
4	average_stars:3.5-4.0 AND cool:500-600 AND review_count:500-600 AND useful:1100-1200	1109	1	2
4	fans:10-20 AND funny:200-300 AND review_count:200-300 AND yelping_since:2008	692	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND fans:20-30 AND funny:100-200	261	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND funny:200-300 AND review_count:100-200	624	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND review_count:200-300 AND yelping_since:2008	350	1	4
4	average_stars:3.0-3.5 AND fans:50-60 AND review_count:300-400 AND yelping_since:2009	407	1	2
4	average_stars:3.5-4.0 AND cool:100-200 AND fans:20-30 AND yelping_since:2010	368	1	2
4	cool:>1000 AND fans:60-70 AND useful:>2000 AND yelping_since:2010	602	1	2
4	average_stars:3.0-3.5 AND cool:300-400 AND fans:10-20 AND yelping_since:2009	583	1	2
4	funny:100-200 AND review_count:200-300 AND useful:500-600 AND yelping_since:2010	376	1	4
4	cool:0-100 AND funny:0-100 AND review_count:100-200 AND useful:300-400	294	1	6
4	average_stars:3.5-4.0 AND funny:200-300 AND useful:500-600 AND yelping_since:2007	346	1	4
4	average_stars:3.0-3.5 AND fans:0-10 AND funny:0-100 AND useful:0-100	487	1	4
4	average_stars:3.5-4.0 AND cool:400-500 AND fans:60-70 AND funny:200-300	546	1	2
4	average_stars:4.0-4.5 AND fans:10-20 AND funny:0-100 AND useful:300-400	232	1	4
4	cool:300-400 AND fans:10-20 AND funny:400-500 AND useful:600-700	877	1	2
4	average_stars:3.5-4.0 AND funny:300-400 AND useful:600-700 AND yelping_since:2009	774	1	2
4	average_stars:4.0-4.5 AND funny:100-200 AND review_count:200-300 AND yelping_since:2010	716	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND review_count:300-400 AND yelping_since:2006	1043	1	2
4	cool:100-200 AND review_count:100-200 AND useful:200-300 AND yelping_since:2011	668	1	2
4	cool:0-100 AND review_count:100-200 AND useful:300-400 AND yelping_since:2008	294	1	2
4	cool:200-300 AND review_count:100-200 AND useful:400-500 AND yelping_since:2006	632	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND fans:40-50 AND review_count:400-500	435	1	2
4	average_stars:3.5-4.0 AND fans:30-40 AND review_count:200-300 AND yelping_since:2008	352	1	2
4	cool:400-500 AND funny:300-400 AND review_count:300-400 AND yelping_since:2006	392	1	2
4	average_stars:3.0-3.5 AND cool:100-200 AND fans:0-10 AND useful:400-500	618	1	2
4	cool:>1000 AND fans:110-120 AND review_count:900-1000 AND useful:>2000	482	1	2
4	fans:30-40 AND funny:200-300 AND review_count:400-500 AND yelping_since:2009	807	1	2
4	cool:100-200 AND funny:200-300 AND review_count:300-400 AND useful:500-600	390	1	4
4	cool:100-200 AND fans:20-30 AND funny:100-200 AND yelping_since:2009	569	1	4
4	average_stars:3.0-3.5 AND funny:100-200 AND useful:200-300 AND yelping_since:2007	272	1	2
4	cool:400-500 AND review_count:200-300 AND useful:600-700 AND yelping_since:2009	1018	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND review_count:100-200 AND yelping_since:2009	652	1	2
4	cool:>1000 AND fans:>200 AND useful:>2000 AND yelping_since:2006	521	1	2
4	fans:30-40 AND review_count:200-300 AND useful:500-600 AND yelping_since:2008	698	1	2
4	average_stars:3.0-3.5 AND cool:0-100 AND funny:100-200 AND review_count:200-300	670	1	2
4	average_stars:3.0-3.5 AND fans:20-30 AND funny:100-200 AND useful:500-600	261	1	2
4	fans:30-40 AND funny:300-400 AND review_count:300-400 AND useful:600-700	392	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND useful:400-500 AND yelping_since:2007	203	1	6
4	average_stars:3.5-4.0 AND review_count:300-400 AND useful:300-400 AND yelping_since:2008	398	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND review_count:100-200 AND yelping_since:2010	319	1	4
4	average_stars:4.0-4.5 AND cool:300-400 AND fans:10-20 AND review_count:200-300	334	1	2
4	cool:200-300 AND review_count:200-300 AND useful:300-400 AND yelping_since:2007	689	1	2
4	average_stars:3.5-4.0 AND review_count:200-300 AND useful:400-500 AND yelping_since:2011	380	1	2
4	average_stars:3.0-3.5 AND cool:100-200 AND fans:20-30 AND funny:200-300	462	1	2
4	cool:100-200 AND fans:20-30 AND funny:100-200 AND review_count:100-200	258	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND useful:700-800 AND yelping_since:2008	559	1	4
4	cool:100-200 AND review_count:200-300 AND useful:400-500 AND yelping_since:2008	351	1	2
4	average_stars:3.0-3.5 AND cool:200-300 AND funny:400-500 AND review_count:100-200	608	1	2
4	average_stars:4.0-4.5 AND fans:40-50 AND funny:>1000 AND yelping_since:2010	593	1	2
4	average_stars:4.0-4.5 AND fans:20-30 AND funny:100-200 AND review_count:300-400	391	1	2
4	average_stars:3.5-4.0 AND cool:400-500 AND fans:40-50 AND funny:200-300	201	1	2
4	average_stars:3.5-4.0 AND cool:400-500 AND funny:100-200 AND useful:700-800	506	1	2
4	average_stars:3.5-4.0 AND fans:0-10 AND funny:200-300 AND useful:500-600	625	1	2
4	cool:300-400 AND funny:200-300 AND review_count:300-400 AND yelping_since:2010	778	1	2
4	fans:0-10 AND review_count:200-300 AND useful:200-300 AND yelping_since:2007	687	1	2
4	average_stars:3.5-4.0 AND cool:800-900 AND fans:40-50 AND yelping_since:2008	908	1	2
4	average_stars:3.0-3.5 AND cool:>1000 AND fans:70-80 AND funny:>1000	859	1	2
4	average_stars:4.0-4.5 AND fans:10-20 AND funny:100-200 AND yelping_since:2010	716	1	2
4	average_stars:3.5-4.0 AND funny:100-200 AND useful:300-400 AND yelping_since:2008	398	1	4
4	cool:0-100 AND fans:0-10 AND review_count:100-200 AND useful:300-400	294	1	4
4	average_stars:4.0-4.5 AND fans:30-40 AND review_count:400-500 AND yelping_since:2011	1105	1	2
4	average_stars:4.0-4.5 AND cool:200-300 AND useful:500-600 AND yelping_since:2007	904	1	2
4	cool:>1000 AND fans:110-120 AND useful:>2000 AND yelping_since:2006	198	1	2
4	average_stars:3.5-4.0 AND review_count:200-300 AND useful:600-700 AND yelping_since:2009	710	1	2
4	cool:200-300 AND funny:100-200 AND review_count:100-200 AND yelping_since:2005	264	1	2
4	average_stars:3.5-4.0 AND cool:300-400 AND funny:300-400 AND review_count:100-200	652	1	4
4	average_stars:4.0-4.5 AND cool:300-400 AND fans:20-30 AND funny:300-400	725	1	2
4	average_stars:3.5-4.0 AND fans:0-10 AND useful:300-400 AND yelping_since:2009	577	1	2
4	fans:40-50 AND funny:>1000 AND review_count:400-500 AND yelping_since:2007	799	1	2
4	average_stars:3.0-3.5 AND cool:>1000 AND useful:>2000 AND yelping_since:2009	587	1	2
4	cool:300-400 AND fans:40-50 AND funny:200-300 AND useful:800-900	601	1	2
4	average_stars:3.0-3.5 AND cool:100-200 AND funny:300-400 AND yelping_since:2008	293	1	2
4	average_stars:3.5-4.0 AND fans:80-90 AND funny:>1000 AND review_count:600-700	450	1	4
4	cool:400-500 AND fans:20-30 AND funny:400-500 AND useful:900-1000	883	1	2
4	average_stars:3.0-3.5 AND fans:30-40 AND review_count:300-400 AND yelping_since:2009	1055	1	2
4	cool:300-400 AND fans:30-40 AND review_count:200-300 AND useful:600-700	352	1	2
4	average_stars:4.0-4.5 AND fans:10-20 AND review_count:200-300 AND useful:200-300	370	1	2
4	cool:400-500 AND fans:20-30 AND funny:400-500 AND review_count:300-400	1030	1	2
4	average_stars:3.5-4.0 AND cool:400-500 AND fans:30-40 AND funny:200-300	507	1	2
4	average_stars:3.5-4.0 AND cool:200-300 AND funny:100-200 AND yelping_since:2005	264	1	2
4	average_stars:3.5-4.0 AND fans:20-30 AND funny:400-500 AND useful:800-900	794	1	2
4	average_stars:4.0-4.5 AND cool:200-300 AND funny:100-200 AND yelping_since:2007	895	1	2
